year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,DATE
2021,4,21,5.5546,5.5591,8.383,2021-04-21
2021,4,22,1.6229,5.4202,0.5273,2021-04-22
2021,4,23,4.3764,5.2927,3.9511,2021-04-23
2021,4,24,0.4872,4.8048,0.247,2021-04-24
2021,4,25,3.5232,5.2752,3.4685,2021-04-25
2021,4,26,5.6119,5.6592,8.6105,2021-04-26
2021,4,27,5.3402,5.4679,8.1674,2021-04-27
2021,4,28,5.5531,5.556,9.03,2021-04-28
2021,4,29,5.503,5.5068,8.7602,2021-04-29
2021,4,30,5.2498,5.2555,8.2358,2021-04-30
2021,5,1,4.7875,5.0875,6.2815,2021-05-01
2021,5,2,4.3061,4.9354,4.4993,2021-05-02
2021,5,3,4.841,4.9241,7.2154,2021-05-03
2021,5,4,3.605,4.7388,3.804,2021-05-04
2021,5,5,0.9204,4.685,0.492,2021-05-05
2021,5,6,2.3549,4.9202,1.2691,2021-05-06
2021,5,7,5.0376,5.2541,7.0826,2021-05-07
2021,5,8,5.0887,5.1007,8.1626,2021-05-08
2021,5,9,4.5096,4.7129,6.2882,2021-05-09
2021,5,10,4.0176,4.5154,4.393,2021-05-10
2021,5,11,0.8446,4.3822,0.4406,2021-05-11
2021,5,12,4.9231,4.968,7.7654,2021-05-12
2021,5,13,4.6207,4.9224,6.1397,2021-05-13
2021,5,14,2.1557,3.9763,1.399,2021-05-14
2021,5,15,3.8486,4.2708,4.3284,2021-05-15
2021,5,16,4.5127,4.5878,6.9734,2021-05-16
2021,5,17,4.415,4.5506,6.7013,2021-05-17
2021,5,18,4.5828,4.6723,7.1431,2021-05-18
2021,5,19,3.8455,4.5274,4.4078,2021-05-19
2021,5,20,3.594,4.1712,3.913,2021-05-20
2021,5,21,2.6616,4.007,2.4336,2021-05-21
2021,5,22,3.3806,4.5542,3.5669,2021-05-22
2021,5,23,4.728,4.7347,8.4137,2021-05-23
2021,5,24,4.5017,4.686,6.8278,2021-05-24
2021,5,25,3.8938,4.4707,4.2658,2021-05-25
2021,5,26,3.6641,4.3548,3.8712,2021-05-26
2021,5,27,3.4862,4.1921,2.5049,2021-05-27
2021,5,28,3.0583,3.9288,2.9345,2021-05-28
2021,5,29,1.9531,4.0807,1.32,2021-05-29
2021,5,30,4.237,4.355,6.2177,2021-05-30
2021,5,31,4.4748,4.4815,7.4297,2021-05-31
2021,6,1,4.4042,4.4215,7.2458,2021-06-01
2021,6,2,3.3134,3.8743,3.8174,2021-06-02
2021,6,3,3.1987,3.8318,3.4735,2021-06-03
2021,6,4,4.0565,4.0682,6.5206,2021-06-04
2021,6,5,2.2546,3.7315,0.3252,2021-06-05
2021,6,6,2.4533,3.7025,1.2958,2021-06-06
2021,6,7,1.3747,3.7726,0.4277,2021-06-07
2021,6,8,1.7611,3.8311,0.9156,2021-06-08
2021,6,9,1.4114,3.7478,0.4526,2021-06-09
2021,6,10,1.649,3.8508,0.7865,2021-06-10
2021,6,11,3.4471,4.1302,4.7081,2021-06-11
2021,6,12,4.2847,4.2881,7.7393,2021-06-12
2021,6,13,4.2298,4.2391,7.6903,2021-06-13
2021,6,14,4.2187,4.2202,7.4254,2021-06-14
2021,6,15,3.4459,4.0646,3.6924,2021-06-15
2021,6,16,2.1353,3.9115,1.0721,2021-06-16
2021,6,17,2.5174,3.9302,1.1496,2021-06-17
2021,6,18,1.1822,3.9024,0.7008,2021-06-18
2021,6,19,1.4112,3.857,0.6007,2021-06-19
2021,6,20,2.2092,3.7762,1.4256,2021-06-20
2021,6,21,0.9886,3.5731,0.4169,2021-06-21
2021,6,22,1.6219,3.6199,0.4584,2021-06-22
2021,6,23,2.5392,3.4673,1.3764,2021-06-23
2021,6,24,2.2493,3.7013,1.0363,2021-06-24
2021,6,25,3.4903,4.032,4.2074,2021-06-25
2021,6,26,1.5276,3.4073,0.2438,2021-06-26
2021,6,27,1.0728,4.141,0.3989,2021-06-27
2021,6,28,3.9197,4.3438,5.3755,2021-06-28
2021,6,29,4.4009,4.4038,7.698,2021-06-29
2021,6,30,4.2206,4.3495,7.0562,2021-06-30
2021,7,1,4.3445,4.3817,7.5538,2021-07-01
2021,7,2,4.2802,4.3594,6.7723,2021-07-02
2021,7,3,4.0205,4.1054,5.639,2021-07-03
2021,7,4,3.6456,4.1105,4.9421,2021-07-04
2021,7,5,3.9214,3.9722,5.8183,2021-07-05
2021,7,6,4.1347,4.1438,6.6811,2021-07-06
2021,7,7,3.8146,4.0118,5.3321,2021-07-07
2021,7,8,4.1004,4.1179,6.528,2021-07-08
2021,7,9,4.1138,4.1438,6.5335,2021-07-09
2021,7,10,2.8529,3.9727,1.9762,2021-07-10
2021,7,11,3.9132,4.002,5.4062,2021-07-11
2021,7,12,4.1371,4.1686,6.2393,2021-07-12
2021,7,13,2.5574,3.8765,1.6094,2021-07-13
2021,7,14,2.0762,3.6473,0.3641,2021-07-14
2021,7,15,0.8038,3.8263,0.2642,2021-07-15
2021,7,16,2.9189,4.255,3.4471,2021-07-16
2021,7,17,4.2511,4.3961,6.5222,2021-07-17
2021,7,18,4.7081,4.741,7.8972,2021-07-18
2021,7,19,4.3154,4.745,4.7278,2021-07-19
2021,7,20,1.7806,4.4537,0.6278,2021-07-20
2021,7,21,4.1866,4.4731,6.0269,2021-07-21
2021,7,22,4.5581,4.5655,7.4938,2021-07-22
2021,7,23,4.6786,4.697,7.687,2021-07-23
2021,7,24,4.2487,4.2576,6.2522,2021-07-24
2021,7,25,3.9674,4.0937,4.8372,2021-07-25
2021,7,26,1.4628,3.899,0.0725,2021-07-26
2021,7,27,4.261,4.8494,5.9683,2021-07-27
2021,7,28,4.9037,4.9097,8.0402,2021-07-28
2021,7,29,4.9853,4.9908,8.1761,2021-07-29
2021,7,30,4.9387,5.0131,7.5766,2021-07-30
2021,7,31,2.1979,4.5826,0.5419,2021-07-31
2021,8,1,4.4098,4.6219,5.5277,2021-08-01
2021,8,2,4.9853,5.005,8.0616,2021-08-02
2021,8,3,4.7254,5.1029,5.3462,2021-08-03
2021,8,4,4.3802,4.9378,4.6925,2021-08-04
2021,8,5,2.4336,4.704,0.4106,2021-08-05
2021,8,6,3.4754,4.6068,2.604,2021-08-06
2021,8,7,4.6987,4.7638,6.4488,2021-08-07
2021,8,8,4.1616,4.5679,4.5665,2021-08-08
2021,8,9,3.811,4.1707,3.721,2021-08-09
2021,8,10,1.248,4.5406,0.4526,2021-08-10
2021,8,11,2.1504,5.1144,0.9384,2021-08-11
2021,8,12,1.6822,5.1043,0.6972,2021-08-12
2021,8,13,4.4009,5.0285,4.229,2021-08-13
2021,8,14,4.5058,4.8662,4.0855,2021-08-14
2021,8,15,4.53,5.0249,5.2882,2021-08-15
2021,8,16,5.0107,5.0285,6.571,2021-08-16
2021,8,17,4.525,4.7604,5.0398,2021-08-17
2021,8,18,4.5552,4.7441,4.4594,2021-08-18
2021,8,19,4.7474,4.8274,5.1737,2021-08-19
2021,8,20,3.9286,4.2554,3.3725,2021-08-20
2021,8,21,3.6048,3.7987,2.4118,2021-08-21
2021,8,22,3.8242,4.2211,2.471,2021-08-22
2021,8,23,2.7816,3.3924,1.3142,2021-08-23
2021,8,24,2.3268,3.341,0.7426,2021-08-24
2021,8,25,0.7855,3.8587,0.0782,2021-08-25
2021,8,26,4.9474,5.771,6.6773,2021-08-26
2021,8,27,4.9937,5.8538,4.6637,2021-08-27
2021,8,28,5.3851,5.4778,6.5062,2021-08-28
2021,8,29,4.8182,5.4986,5.1122,2021-08-29
2021,8,30,5.7038,5.797,7.6118,2021-08-30
2021,8,31,5.8435,5.8709,8.1482,2021-08-31
2021,9,1,5.9126,5.9573,8.0038,2021-09-01
2021,9,2,4.9013,5.3738,4.5262,2021-09-02
2021,9,3,2.6026,5.2162,1.291,2021-09-03
2021,9,4,3.7265,5.0719,2.4821,2021-09-04
2021,9,5,4.5742,5.514,3.8897,2021-09-05
2021,9,6,5.3297,5.371,5.6604,2021-09-06
2021,9,7,5.0916,5.4163,4.819,2021-09-07
2021,9,8,1.5259,5.6592,0.2734,2021-09-08
2021,9,9,6.5016,6.5496,9.102,2021-09-09
2021,9,10,5.8697,6.6019,6.9595,2021-09-10
2021,9,11,5.8805,6.1966,7.1162,2021-09-11
2021,9,12,4.4254,5.652,2.0561,2021-09-12
2021,9,13,4.0697,5.527,1.7556,2021-09-13
2021,9,14,1.9296,5.8291,0.4524,2021-09-14
2021,9,15,4.3459,6.6857,3.0362,2021-09-15
2021,9,16,2.7576,6.0466,1.0409,2021-09-16
2021,9,17,4.2281,5.459,2.6438,2021-09-17
2021,9,18,5.6426,5.9122,4.9704,2021-09-18
2021,9,19,4.4611,5.1638,2.7547,2021-09-19
2021,9,20,5.1559,5.4173,3.9691,2021-09-20
2021,9,21,1.1827,5.6671,0.0986,2021-09-21
2021,9,22,6.2071,6.3182,6.5494,2021-09-22
2021,9,23,3.9482,6.0701,0.9106,2021-09-23
2021,9,24,7.0438,7.1086,9.0151,2021-09-24
2021,9,25,7.2278,7.2806,9.4963,2021-09-25
2021,9,26,7.0814,7.1498,8.9486,2021-09-26
2021,9,27,6.0722,6.1522,5.598,2021-09-27
2021,9,28,0.7303,4.9075,0.1054,2021-09-28
2021,9,29,4.4292,5.6117,2.551,2021-09-29
2021,9,30,4.9874,5.689,3.0401,2021-09-30
2021,10,1,3.9024,5.8601,1.0385,2021-10-01
2021,10,2,3.8311,5.9777,1.5228,2021-10-02
2021,10,3,1.8079,6.0557,0.2899,2021-10-03
2021,10,4,3.7277,7.2929,2.4749,2021-10-04
2021,10,5,4.4045,6.9209,2.4674,2021-10-05
2021,10,6,4.3387,6.2436,1.5535,2021-10-06
2021,10,7,3.3113,6.6312,0.8028,2021-10-07
2021,10,8,4.4239,6.6797,2.724,2021-10-08
2021,10,9,1.818,6.5501,0.5438,2021-10-09
2021,10,10,4.512,6.8916,2.5241,2021-10-10
2021,10,11,6.421,7.2406,5.8956,2021-10-11
2021,10,12,7.5122,7.536,9.0614,2021-10-12
2021,10,13,5.7482,7.0639,4.6231,2021-10-13
2021,10,14,5.1554,6.5702,3.2052,2021-10-14
2021,10,15,1.47,7.1064,1.1136,2021-10-15
2021,10,16,2.8517,7.5816,0.395,2021-10-16
2021,10,17,5.2783,7.5869,3.9811,2021-10-17
2021,10,18,7.8238,7.8413,8.9693,2021-10-18
2021,10,19,7.9337,8.1859,9.1812,2021-10-19
2021,10,20,8.0873,8.1473,9.9672,2021-10-20
2021,10,21,7.855,8.0494,8.6371,2021-10-21
2021,10,22,6.9422,7.8343,6.7361,2021-10-22
2021,10,23,4.3922,6.529,1.4904,2021-10-23
2021,10,24,7.9289,8.197,9.0744,2021-10-24
2021,10,25,8.412,8.4324,11.0074,2021-10-25
2021,10,26,8.3947,8.399,11.0378,2021-10-26
2021,10,27,8.1749,8.3986,9.7865,2021-10-27
2021,10,28,8.3114,8.3225,10.3613,2021-10-28
2021,10,29,7.1969,7.8444,6.6701,2021-10-29
2021,10,30,4.0342,7.7868,1.2502,2021-10-30
2021,10,31,7.2151,8.0357,6.5479,2021-10-31
2021,11,1,7.9411,8.1468,9.0756,2021-11-01
2021,11,2,7.6884,8.0813,8.267,2021-11-02
2021,11,3,6.3214,7.8984,4.8461,2021-11-03
2021,11,4,7.0152,7.9951,5.3508,2021-11-04
2021,11,5,3.1277,7.7234,0.7625,2021-11-05
2021,11,6,2.3028,7.7587,0.2983,2021-11-06
2021,11,7,5.8951,7.9831,3.0106,2021-11-07
2021,11,8,5.5586,8.1257,3.7006,2021-11-08
2021,11,9,7.7921,8.3004,7.4782,2021-11-09
2021,11,10,2.5025,8.3695,0.3559,2021-11-10
2021,11,11,7.3723,8.3599,6.5059,2021-11-11
2021,11,12,7.8187,8.3702,7.7052,2021-11-12
2021,11,13,7.2552,8.4185,5.0808,2021-11-13
2021,11,14,1.0152,8.0551,0.4037,2021-11-14
2021,11,15,7.4498,8.2128,6.5261,2021-11-15
2021,11,16,4.7357,7.8658,2.9462,2021-11-16
2021,11,17,2.3734,8.0664,0.5798,2021-11-17
2021,11,18,2.994,8.3366,0.5431,2021-11-18
2021,11,19,8.8601,8.9501,10.6337,2021-11-19
2021,11,20,8.9522,9.023,11.1415,2021-11-20
2021,11,21,8.724,8.8925,10.3097,2021-11-21
2021,11,22,8.5061,8.5682,9.6605,2021-11-22
2021,11,23,2.2742,8.4086,0.3674,2021-11-23
2021,11,24,5.7857,8.3731,3.9012,2021-11-24
2021,11,25,4.883,8.0609,3.0809,2021-11-25
2021,11,26,8.6266,8.7605,9.2069,2021-11-26
2021,11,27,8.9736,9.0086,10.9174,2021-11-27
2021,11,28,3.6497,8.2613,0.8786,2021-11-28
2021,11,29,8.6714,9.1111,9.5038,2021-11-29
2021,11,30,8.9628,9.0386,10.6397,2021-11-30
2021,12,1,8.9453,8.995,10.3646,2021-12-01
2021,12,2,8.7742,8.8901,9.9598,2021-12-02
2021,12,3,8.8913,9.0293,10.1993,2021-12-03
2021,12,4,8.5258,8.7372,8.6261,2021-12-04
2021,12,5,7.7242,8.5594,7.1462,2021-12-05
2021,12,6,7.7275,8.67,6.7042,2021-12-06
2021,12,7,8.5956,8.9095,9.1193,2021-12-07
2021,12,8,8.7019,8.9422,10.1508,2021-12-08
2021,12,9,8.8627,9.0658,10.675,2021-12-09
2021,12,10,8.3731,8.7281,7.416,2021-12-10
2021,12,11,3.901,8.0069,1.451,2021-12-11
2021,12,12,4.6469,8.0923,0.8374,2021-12-12
2021,12,13,2.0398,8.1139,0.6535,2021-12-13
2021,12,14,4.9442,8.371,2.2056,2021-12-14
2021,12,15,7.4232,8.6021,6.8582,2021-12-15
2021,12,16,8.7314,8.8027,9.7834,2021-12-16
2021,12,17,8.8987,9.0413,10.2828,2021-12-17
2021,12,18,8.5752,8.8608,9.312,2021-12-18
2021,12,19,8.4809,8.6522,9.2489,2021-12-19
2021,12,20,6.9014,8.5498,5.8925,2021-12-20
2021,12,21,6.911,8.5354,4.403,2021-12-21
2021,12,22,7.0039,8.4914,4.7057,2021-12-22
2021,12,23,8.5877,8.9021,9.4183,2021-12-23
2021,12,24,9.1877,9.3098,10.7854,2021-12-24
2021,12,25,8.4259,9.138,8.369,2021-12-25
2021,12,26,8.869,9.042,10.3178,2021-12-26
2021,12,27,9.1286,9.2398,10.404,2021-12-27
2021,12,28,8.107,9.0535,7.3613,2021-12-28
2021,12,29,8.5238,8.9518,8.4434,2021-12-29
2021,12,30,7.6097,8.5003,6.2515,2021-12-30
2021,12,31,8.3983,8.5123,8.472,2021-12-31
2022,1,1,8.7463,8.8174,9.876,2022-01-01
2022,1,2,5.1734,8.4,0.9732,2022-01-02
2022,1,3,2.4866,8.2423,0.4846,2022-01-03
2022,1,4,8.3227,8.4799,8.6899,2022-01-04
2022,1,5,6.7668,8.4672,5.238,2022-01-05
2022,1,6,8.4146,8.9088,8.7833,2022-01-06
2022,1,7,8.0789,8.85,8.2289,2022-01-07
2022,1,8,8.1413,8.5944,8.3926,2022-01-08
2022,1,9,7.2446,8.7341,7.2226,2022-01-09
2022,1,10,8.3424,8.6909,9.1817,2022-01-10
2022,1,11,8.8553,8.945,10.2322,2022-01-11
2022,1,12,8.6278,8.8666,9.7102,2022-01-12
2022,1,13,8.521,8.7602,9.6454,2022-01-13
2022,1,14,6.9948,8.3153,5.5435,2022-01-14
2022,1,15,7.6262,8.2778,7.3382,2022-01-15
2022,1,16,7.7916,8.3938,6.6578,2022-01-16
2022,1,17,8.1893,8.5697,8.3719,2022-01-17
2022,1,18,7.5197,8.6683,4.4573,2022-01-18
2022,1,19,7.8221,8.3162,7.1167,2022-01-19
2022,1,20,7.7342,8.202,6.9494,2022-01-20
2022,1,21,7.7446,8.3894,7.5098,2022-01-21
2022,1,22,7.9529,8.285,8.5982,2022-01-22
2022,1,23,8.1358,8.4144,9.0943,2022-01-23
2022,1,24,6.7994,8.2022,5.1902,2022-01-24
2022,1,25,5.7422,7.7551,3.1517,2022-01-25
2022,1,26,5.9414,7.7933,2.587,2022-01-26
2022,1,27,3.5114,7.1618,0.4265,2022-01-27
2022,1,28,7.3872,8.3004,7.056,2022-01-28
2022,1,29,8.5337,8.5726,10.289,2022-01-29
2022,1,30,8.1473,8.4929,8.7655,2022-01-30
2022,1,31,7.5991,8.226,7.0706,2022-01-31
2022,2,1,7.8137,8.2046,7.4316,2022-02-01
2022,2,2,7.133,7.9514,5.4271,2022-02-02
2022,2,3,5.4701,7.6858,3.0461,2022-02-03
2022,2,4,4.501,7.3728,1.4148,2022-02-04
2022,2,5,3.6257,7.5278,1.3366,2022-02-05
2022,2,6,8.2865,8.3664,9.3677,2022-02-06
2022,2,7,8.8042,8.8154,10.9642,2022-02-07
2022,2,8,8.3674,8.4514,9.829,2022-02-08
2022,2,9,7.9198,8.0414,7.8578,2022-02-09
2022,2,10,8.0412,8.1041,8.7672,2022-02-10
2022,2,11,7.6027,8.0309,8.184,2022-02-11
2022,2,12,5.1343,7.1066,2.5025,2022-02-12
2022,2,13,6.8309,7.71,4.9994,2022-02-13
2022,2,14,7.7138,7.8818,7.3606,2022-02-14
2022,2,15,7.8626,7.9193,8.5445,2022-02-15
2022,2,16,7.446,7.489,6.9653,2022-02-16
2022,2,17,3.9823,6.7507,1.0248,2022-02-17
2022,2,18,7.3205,7.6694,7.3051,2022-02-18
2022,2,19,5.646,6.8731,2.9386,2022-02-19
2022,2,20,3.2309,5.9035,0.6914,2022-02-20
2022,2,21,4.5826,7.1155,2.3424,2022-02-21
2022,2,22,6.7188,7.3932,5.5954,2022-02-22
2022,2,23,7.1974,7.4844,7.7114,2022-02-23
2022,2,24,7.1698,7.5516,7.747,2022-02-24
2022,2,25,6.4646,7.2454,5.0054,2022-02-25
2022,2,26,7.0721,7.4006,7.4594,2022-02-26
2022,2,27,7.2122,7.4695,8.3014,2022-02-27
2022,2,28,6.4027,7.255,5.6563,2022-02-28
2022,3,1,4.6548,6.8714,2.5267,2022-03-01
2022,3,2,5.6683,7.1251,4.5156,2022-03-02
2022,3,3,7.247,7.3469,8.3155,2022-03-03
2022,3,4,6.9811,7.3613,7.7225,2022-03-04
2022,3,5,7.0322,7.295,8.2872,2022-03-05
2022,3,6,5.2771,6.9595,1.7784,2022-03-06
2022,3,7,6.9132,7.1873,7.5295,2022-03-07
2022,3,8,5.5649,6.9089,3.6523,2022-03-08
2022,3,9,6.7085,7.0469,7.4335,2022-03-09
2022,3,10,4.9522,6.8599,2.634,2022-03-10
2022,3,11,2.2651,6.7397,0.51,2022-03-11
2022,3,12,6.787,7.0586,7.0572,2022-03-12
2022,3,13,7.086,7.1287,8.5807,2022-03-13
2022,3,14,7.2523,7.2866,9.0871,2022-03-14
2022,3,15,7.2689,7.2821,9.365,2022-03-15
2022,3,16,7.0368,7.0927,8.9424,2022-03-16
2022,3,17,7.0654,7.0915,9.0554,2022-03-17
2022,3,18,4.8485,6.6346,3.8995,2022-03-18
2022,3,19,6.125,6.8023,5.9734,2022-03-19
2022,3,20,6.8719,6.9365,8.495,2022-03-20
2022,3,21,6.7217,6.7354,8.6453,2022-03-21
2022,3,22,2.5958,6.2585,0.2592,2022-03-22
2022,3,23,2.4502,6.3377,1.1424,2022-03-23
2022,3,24,2.9563,6.2011,1.6154,2022-03-24
2022,3,25,6.8834,6.918,8.874,2022-03-25
2022,3,26,6.7236,6.7438,8.869,2022-03-26
2022,3,27,6.7344,6.7418,9.2285,2022-03-27
2022,3,28,6.6662,6.6754,9.0612,2022-03-28
2022,3,29,6.0742,6.3209,7.1928,2022-03-29
2022,3,30,3.0528,6.1087,1.3853,2022-03-30
2022,3,31,6.2076,6.588,7.3294,2022-03-31
2022,4,1,6.4392,6.4685,8.3374,2022-04-01
2022,4,2,4.464,5.8495,3.443,2022-04-02
2022,4,3,4.2389,5.7305,2.2488,2022-04-03
2022,4,4,2.4658,5.5747,0.7339,2022-04-04
2022,4,5,1.687,5.5006,0.4416,2022-04-05
2022,4,6,3.7853,5.5392,1.9289,2022-04-06
2022,4,7,2.7228,5.4463,1.1926,2022-04-07
2022,4,8,2.3201,5.6242,0.967,2022-04-08
2022,4,9,4.6982,5.5776,4.008,2022-04-09
2022,4,10,3.7354,5.5044,3.1258,2022-04-10
2022,4,11,4.296,5.3986,3.7846,2022-04-11
2022,4,12,2.8505,5.4598,1.3682,2022-04-12
2022,4,13,4.968,5.6083,5.0724,2022-04-13
2022,4,14,6.0271,6.0358,8.6902,2022-04-14
2022,4,15,6.0802,6.0857,9.115,2022-04-15
2022,4,16,5.1847,5.832,5.8219,2022-04-16
2022,4,17,5.4406,5.6167,6.9665,2022-04-17
2022,4,18,5.6465,5.6698,8.1322,2022-04-18
2022,4,19,5.6278,5.6345,8.2039,2022-04-19
2022,4,20,3.4481,5.2735,2.8702,2022-04-20
2022,4,21,2.0743,4.969,1.0524,2022-04-21
2022,4,22,4.2317,5.0314,3.9686,2022-04-22
2022,4,23,5.267,5.3042,7.3279,2022-04-23
2022,4,24,4.9738,5.0885,6.6058,2022-04-24
2022,4,25,4.9205,4.9762,6.4212,2022-04-25
2022,4,26,4.524,4.9764,4.0723,2022-04-26
2022,4,27,4.8101,4.9759,5.749,2022-04-27
2022,4,28,3.9756,4.7143,3.6689,2022-04-28
2022,4,29,0.9938,4.7138,0.1793,2022-04-29
2022,4,30,3.9348,4.7858,3.1661,2022-04-30
2022,5,1,3.167,4.6272,2.9254,2022-05-01
2022,5,2,1.007,4.53,0.1733,2022-05-02
2022,5,3,2.73,4.8454,2.082,2022-05-03
2022,5,4,4.2751,4.9558,5.0885,2022-05-04
2022,5,5,1.9354,4.8802,1.3934,2022-05-05
2022,5,6,4.5638,4.8854,6.1411,2022-05-06
2022,5,7,4.8862,4.9222,7.3716,2022-05-07
2022,5,8,4.8319,4.8641,7.313,2022-05-08
2022,5,9,1.9567,4.4666,1.2746,2022-05-09
2022,5,10,3.3326,4.4926,3.3602,2022-05-10
2022,5,11,4.5252,4.7414,6.1296,2022-05-11
2022,5,12,4.3145,4.7184,5.5294,2022-05-12
2022,5,13,4.6171,4.6296,7.0154,2022-05-13
2022,5,14,0.571,4.1443,0.2134,2022-05-14
2022,5,15,4.2326,4.5818,5.466,2022-05-15
2022,5,16,4.8283,4.8336,8.0069,2022-05-16
2022,5,17,4.613,4.866,6.9576,2022-05-17
2022,5,18,4.3834,4.7726,6.0173,2022-05-18
2022,5,19,3.2909,4.6502,2.5224,2022-05-19
2022,5,20,4.6692,4.679,7.8374,2022-05-20
2022,5,21,3.9886,4.4734,4.2559,2022-05-21
2022,5,22,3.497,4.2552,3.3864,2022-05-22
2022,5,23,4.3553,4.3586,6.9749,2022-05-23
2022,5,24,3.8952,4.1206,5.1319,2022-05-24
2022,5,25,2.9554,3.9895,3.0768,2022-05-25
2022,5,26,1.5079,3.6943,0.1517,2022-05-26
2022,5,27,1.1923,3.1814,0.1354,2022-05-27
2022,5,28,2.1929,3.6492,1.093,2022-05-28
2022,5,29,0.5652,3.9113,0.2047,2022-05-29
2022,5,30,2.1511,4.1494,1.8048,2022-05-30
2022,5,31,3.4327,4.3032,3.6775,2022-05-31
2022,6,1,1.6282,4.0046,0.1757,2022-06-01
2022,6,2,3.2978,4.1604,3.936,2022-06-02
2022,6,3,3.4397,4.2578,4.6615,2022-06-03
2022,6,4,1.9118,3.5729,0.8165,2022-06-04
2022,6,5,2.5601,3.726,1.9258,2022-06-05
2022,6,6,1.0008,3.5676,0.0641,2022-06-06
2022,6,7,1.523,3.7934,0.6914,2022-06-07
2022,6,8,1.1906,3.7937,0.1934,2022-06-08
2022,6,9,0.7034,3.5604,0.1903,2022-06-09
2022,6,10,2.4665,4.0118,2.0851,2022-06-10
2022,6,11,4.4482,4.4515,8.147,2022-06-11
2022,6,12,4.386,4.3908,8.0542,2022-06-12
2022,6,13,4.3572,4.3598,7.9051,2022-06-13
2022,6,14,4.2286,4.2324,7.3884,2022-06-14
2022,6,15,4.0346,4.0421,6.6595,2022-06-15
2022,6,16,2.3611,3.5095,2.0964,2022-06-16
2022,6,17,1.733,3.8167,2.4434,2022-06-17
2022,6,18,4.3116,4.3344,7.6536,2022-06-18
2022,6,19,3.5378,3.895,4.8446,2022-06-19
2022,6,20,3.7385,3.8381,5.5291,2022-06-20
2022,6,21,2.4773,3.3895,2.1288,2022-06-21
2022,6,22,0.8762,3.5083,0.3818,2022-06-22
2022,6,23,0.7982,3.7303,0.4913,2022-06-23
2022,6,24,1.5521,3.5854,0.8736,2022-06-24
2022,6,25,0.739,3.6379,0.2208,2022-06-25
2022,6,26,1.2787,3.6742,0.3358,2022-06-26
2022,6,27,3.3247,3.7217,4.1251,2022-06-27
2022,6,28,1.9368,3.5592,2.0966,2022-06-28
2022,6,29,4.2487,4.2703,7.2634,2022-06-29
2022,6,30,4.0512,4.0534,6.7325,2022-06-30
2022,7,1,3.683,3.7598,5.1874,2022-07-01
2022,7,2,2.7319,3.564,3.3134,2022-07-02
2022,7,3,3.337,3.6802,4.2595,2022-07-03
2022,7,4,3.1229,3.6461,2.4857,2022-07-04
2022,7,5,2.7382,3.5443,1.6106,2022-07-05
2022,7,6,2.8577,3.6802,1.483,2022-07-06
2022,7,7,3.013,3.5155,3.1104,2022-07-07
2022,7,8,2.4283,3.4656,1.6553,2022-07-08
2022,7,9,3.8369,3.8822,5.5454,2022-07-09
2022,7,10,2.9018,3.6154,1.7299,2022-07-10
2022,7,11,1.3507,3.6053,0.1193,2022-07-11
2022,7,12,3.7714,4.393,4.7422,2022-07-12
2022,7,13,3.4685,4.0778,5.0532,2022-07-13
2022,7,14,2.341,3.7565,2.0642,2022-07-14
2022,7,15,2.4852,3.6902,0.4022,2022-07-15
2022,7,16,0.8042,4.1654,0.7625,2022-07-16
2022,7,17,3.9113,4.5079,5.0834,2022-07-17
2022,7,18,1.3339,4.0915,1.0541,2022-07-18
2022,7,19,3.0862,4.0879,2.7487,2022-07-19
2022,7,20,3.9341,4.0798,5.2099,2022-07-20
2022,7,21,3.5275,4.1155,3.0266,2022-07-21
2022,7,22,3.8995,4.0634,4.6944,2022-07-22
2022,7,23,3.3374,4.0186,2.5346,2022-07-23
2022,7,24,3.7975,4.1378,3.702,2022-07-24
2022,7,25,4.0166,4.2065,5.4187,2022-07-25
2022,7,26,4.3351,4.3375,6.6607,2022-07-26
2022,7,27,3.737,4.1064,5.5037,2022-07-27
2022,7,28,3.3122,3.8203,3.0358,2022-07-28
2022,7,29,4.9032,4.9135,8.1958,2022-07-29
2022,7,30,4.7866,4.8379,7.5278,2022-07-30
2022,7,31,3.7735,4.4381,3.4186,2022-07-31
2022,8,1,3.5609,4.1527,3.479,2022-08-01
2022,8,2,3.6449,4.2406,3.7846,2022-08-02
2022,8,3,3.36,3.9809,3.1198,2022-08-03
2022,8,4,3.2482,4.1496,2.7706,2022-08-04
2022,8,5,4.2775,4.8492,5.1845,2022-08-05
2022,8,6,0.7891,3.8568,0.1056,2022-08-06
2022,8,7,2.2018,4.4789,0.6754,2022-08-07
2022,8,8,2.4653,4.4681,0.9437,2022-08-08
2022,8,9,2.0102,4.8727,0.8854,2022-08-09
2022,8,10,3.0156,5.1098,2.0705,2022-08-10
2022,8,11,5.0729,5.1744,7.5343,2022-08-11
2022,8,12,4.7945,5.0254,5.9911,2022-08-12
2022,8,13,3.762,4.6222,2.8056,2022-08-13
2022,8,14,4.3339,4.6558,5.1948,2022-08-14
2022,8,15,4.2394,4.4798,4.4834,2022-08-15
2022,8,16,3.8402,5.0189,3.5926,2022-08-16
2022,8,17,1.7486,3.925,0.5724,2022-08-17
2022,8,18,5.4103,5.5829,7.704,2022-08-18
2022,8,19,5.8296,5.843,9.1891,2022-08-19
